Easting,Northing
391060,6466770
391415,6466770
391420,6466360
391435,6466245
391390,6466245
391365,6466275
391345,6466285
391345,6466350
391310,6466350
391300,6466375
391300,6466455
391310,6466455
391310,6466535
391240,6466535
391240,6466600
391080,6466600
391060,6466665
391060,6466770
