Long,Lat,,City,Population (millions),Proj. Pop. 2030 (millions),Pop. 2018,Proj. Pop. 2030,,City,Dongguan,Foshan,Guangzhou,Hong Kong,Jiangmen,Macao,Shenzhen,Zhongshan,Zhuhai,TOTAL
87.97331429,48.57694435,,,,,,,,,,,,,,,,,,
88.65332222,48.18277168,,,,,,,,,,,,,,,,,,
90.07443428,47.88638496,,,,,,,,,,,,,,,,,,
91.02025032,46.60011101,,,,,,,,,,,,,,,,,,
90.68193245,45.57972145,,,,,,,,,,,,,,,,,,
90.89694405,45.25305367,,,,,,,,,,,,,,,,,,
93.55470467,44.95721626,,,,,,,,,,,,,,,,,,
95.4166584,44.29388618,,,,,,,,,,,,,,,,,,
95.33610725,44.02083015,,,,,,,,,,,,,,,,,,
96.38304329,42.7311039,,,,,,,,,,,,,,,,,,
100.8355427,42.67804909,,,,,,,,,,,,,,,,,,
105.0122089,41.58138466,,,,,,,,,,,,,,,,,,
107.4719181,42.46610451,,,,,,,,,,,,,,,,,,
109.3136005,42.42999458,,,,,,,,,,,,,,,,,,
110.4405384,42.7777729,,,,,,,,,,,,,,,,,,
111.9583302,43.69221687,,,,,,,,,,,,,,,,,,
111.4213734,44.38249397,,,,,,,,,,,,,,,,,,
111.9808216,45.09166145,,,,,,,,,,,,,,,,,,
113.6380482,44.74527168,,,,,,,,,,,,,,,,,,
114.5452595,45.38943672,,,,,,,,,,,,,,,,,,
115.7019291,45.45860481,,,,,,,,,,,,,,,,,,
116.5855427,46.29583168,,,,,,,,,,,,,,,,,,
117.4210987,46.5783329,,,,,,,,,,,,,,,,,,
119.8974934,46.67555428,,,,,,,,,,,,,,,,,,
119.7299824,47.16415596,,,,,,,,,,,,,,,,,,
118.5393391,47.99475288,,,,,,,,,,,,,,,,,,
117.8010883,48.01055336,,,,,,,,,,,,,,,,,,
117.3721943,47.65359688,,,,,,,,,,,,,,,,,,
115.5921955,47.91944313,,,,,,,,,,,,,,,,,,
116.7113819,49.83046913,,,,,,,,,,,,,,,,,,
117.874712,49.52057838,,,,,,,,,,,,,,,,,,
119.214159,50.01527596,,,,,,,,,,,,,,,,,,
119.3613682,50.33693886,,,,,,,,,,,,,,,,,,
119.1386051,50.39471626,,,,,,,,,,,,,,,,,,
120.776659,52.11499977,,,,,,,,,,,,,,,,,,
120.7136097,52.54471779,,,,,,,,,,,,,,,,,,
120.0291615,52.76805305,,,,,,,,,,,,,,,,,,
120.8638783,53.2797184,,,,,,,,,,,,,,,,,,
123.3822041,53.52665901,,,,,,,,,,,,,,,,,,
